iter	RMSE
284	31.31257692
285	31.30216769
286	31.29700455
287	31.29204425
288	31.2859203
289	31.28032359
290	31.27357869
291	31.26931555
292	31.2643328
293	31.25786213
294	31.25364545
295	31.24769341
296	31.24074279
297	31.23615966
298	31.22769324
299	31.22312674
300	31.22002702
301	31.20977055
302	31.20256964
303	31.19906852
304	31.1910291
305	31.18650616
306	31.18184382
307	31.17837174
308	31.16417723
309	31.15811094
310	31.15299906
311	31.14686621
312	31.14210929
313	31.13751939
314	31.13317691
315	31.12585342
316	31.12272544
317	31.11761991
318	31.11291996
319	31.10354349
320	31.10031636
321	31.09602993
322	31.09002829
323	31.0856568
324	31.08102992
325	31.0741181
326	31.07008193
327	31.0624803
328	31.05773402
329	31.05353042
330	31.04796738
331	31.040694
332	31.03580472
333	31.0306106
334	31.02683555
335	31.02108592
336	31.01768717
337	31.01399439
338	31.0087885
339	31.00533666
340	30.99987384
341	30.9966801
342	30.99202362
343	30.98930395
344	30.98624101
345	30.98063699
346	30.96469322
347	30.95822829
348	30.95547145
349	30.95089022
350	30.94588091
351	30.94192223
352	30.93475091
353	30.93005126
354	30.92587645
355	30.92203405
356	30.91638205
357	30.91134854
358	30.90400134
359	30.89961406
360	30.89395939
361	30.89008004
362	30.88468746
363	30.87997463
364	30.87701573
365	30.87238462
366	30.86773941
367	30.86317712
368	30.85976576
369	30.854344
370	30.85095521
371	30.84647128
372	30.84096067
373	30.8371304
374	30.83310506
375	30.82723523
376	30.82384814
377	30.81618632
378	30.8106958
379	30.80539719
380	30.800306
381	30.79729108
382	30.79286527
383	30.78817868
384	30.78458816
385	30.78133678
386	30.77617446
387	30.77187304
388	30.7675067
389	30.76406373
390	30.76088922
391	30.75717194
392	30.75482309
393	30.74789572
394	30.74384311
395	30.7411565
396	30.73689
397	30.73127864
398	30.72451576
399	30.71920374
400	30.71585738
401	30.71183587
402	30.70741387
403	30.70146364
404	30.69602377
405	30.69237828
406	30.68631925
407	30.68172036
408	30.67921963
409	30.67577645
410	30.6709404
411	30.66797824
412	30.66333103
413	30.65655164
414	30.65283949
415	30.64867291
416	30.64282484
417	30.63938103
418	30.63529412
419	30.63268557
420	30.62777797
421	30.6247321
422	30.62022824
423	30.61752505
424	30.61313533
425	30.61038071
426	30.60637146
427	30.60147785
428	30.59715689
429	30.59382314
430	30.59031893
431	30.58579229
432	30.58258704
433	30.5794527
434	30.57037755
435	30.56616178
436	30.56171953
437	30.55874734
438	30.55469687
439	30.5490431
440	30.54525708
441	30.54123497
442	30.53729313
443	30.53136661
444	30.52686657
445	30.52191612
446	30.51913879
447	30.5153519
448	30.51253504
449	30.50854567
450	30.50346302
451	30.49902896
452	30.49597536
453	30.49052548
454	30.48638916
455	30.48214016
456	30.47805951
457	30.47216773
458	30.46906029
459	30.46702625
460	30.46506494
461	30.45602721
462	30.45309805
463	30.4492868
464	30.44374981
465	30.439418
466	30.43684384
467	30.43078294
468	30.42413764
469	30.4200294
470	30.41533148
471	30.41125352
472	30.40744591
473	30.40451019
474	30.4003862
475	30.39672478
476	30.39391445
477	30.38930186
478	30.38634209
479	30.38312809
480	30.37655815
481	30.37335883
482	30.3685053
483	30.36646403
484	30.36318584
485	30.35743337
486	30.35430132
487	30.35122291
488	30.34762826
489	30.34346636
490	30.34029326
491	30.33722453
492	30.33466601
493	30.33176216
494	30.32839399
495	30.3260257
496	30.32176978
497	30.31624391
498	30.31334099
499	30.30748654
500	30.30198596
501	30.29924766
502	30.29479577
503	30.2915456
504	30.28847902
505	30.28554409
506	30.28297332
507	30.27800371
508	30.27487883
509	30.27202726
510	30.26827582
511	30.26422359
512	30.26179168
513	30.25810248
514	30.25020827
515	30.2461351
516	30.24399983
517	30.24116017
518	30.23874309
519	30.23529565
520	30.23223636
521	30.22963995
522	30.22358372
523	30.220212
524	30.21793136
525	30.2164308
526	30.21348252
527	30.21042922
528	30.20832341
529	30.20553575
530	30.20186215
531	30.19880192
532	30.19617879
533	30.19446558
534	30.18957466
535	30.18614635
536	30.1832637
537	30.17740055
538	30.17442274
539	30.17198572
540	30.16920254
541	30.16535128
542	30.16123922
543	30.15659744
544	30.15430841
545	30.15123139
546	30.14526932
547	30.14113793
548	30.13603333
549	30.13196576
550	30.12897173
551	30.12618262
552	30.12168176
553	30.11908844
554	30.11589162
555	30.11264446
556	30.10983255
557	30.10620062
558	30.10295373
559	30.10007244
560	30.09682841
561	30.09370133
562	30.08900581
563	30.08629472
564	30.08355307
565	30.08113888
566	30.07798757
567	30.07561856
568	30.07235467
569	30.06626224
570	30.06377243
571	30.06000882
572	30.05658832
573	30.05365992
574	30.04407648
575	30.04221231
576	30.03866996
577	30.0356856
578	30.03336481
579	30.03153868
580	30.02878495
581	30.02361844
582	30.02122015
583	30.01882736
584	30.01582616
585	30.01335145
586	30.0088087
587	30.00497978
588	30.00163485
589	29.99581812
590	29.99098825
591	29.98713522
592	29.98427244
593	29.97996257
594	29.97720435
595	29.97408379
596	29.97149171
597	29.96838095
598	29.96560186
599	29.96318966
600	29.96070142
601	29.95607726
602	29.95224967
603	29.94942755
604	29.9468382
605	29.94402166
606	29.94027243
607	29.93849563
608	29.93552441
609	29.93222143
610	29.92585145
611	29.92196993
612	29.91851259
613	29.91603917
614	29.91168668
615	29.91000217
616	29.90868991
617	29.90681095
618	29.90273466
619	29.89928813
620	29.89684529
621	29.89463195
622	29.89272612
623	29.8882828
624	29.88415082
625	29.87705618
626	29.87377233
627	29.87080352
628	29.86759185
629	29.86389533
630	29.86089921
631	29.85747637
632	29.85374553
633	29.84962278
634	29.84656627
635	29.84462511
636	29.8403556
637	29.83561413
638	29.83241617
639	29.82807831
640	29.82487851
641	29.82158162
642	29.81918538
643	29.81594169
644	29.81454916
645	29.81174567
646	29.80906403
647	29.80346241
648	29.80071303
649	29.79732655
650	29.79481723
651	29.78857213
652	29.78480358
653	29.78045551
654	29.77840128
655	29.77586769
656	29.77317689
657	29.76996206
658	29.7670254
659	29.76189198
660	29.7601657
661	29.75718075
662	29.75532
663	29.75270394
664	29.74948292
665	29.7449536
666	29.74135966
667	29.73873258
668	29.73548067
669	29.73255936
670	29.73009824
671	29.72633323
672	29.72328937
673	29.72101163
674	29.71764691
675	29.71463023
676	29.71228632
677	29.70889457
678	29.70682637
679	29.7045162
680	29.70112426
681	29.6988817
682	29.69613616
683	29.69242695
684	29.69069784
685	29.6889311
686	29.68573844
687	29.68179886
688	29.67923033
689	29.67789455
690	29.6722353
691	29.67028185
692	29.66782001
693	29.66570068
694	29.66279604
695	29.66055392
696	29.65650286
697	29.6545723
698	29.65015971
699	29.64847863
700	29.64569523
701	29.64381878
702	29.64011483
703	29.63863631
704	29.6360563
705	29.63348963
706	29.63161728
707	29.62810849
708	29.62453573
709	29.62201002
710	29.61884943
711	29.61655962
712	29.61354878
713	29.61108381
714	29.60812141
715	29.60522388
716	29.60269673
717	29.60014322
718	29.59627838
719	29.59493134
720	29.59303254
721	29.59050099
722	29.58798779
723	29.58472664
724	29.58182696
725	29.57905493
726	29.57603489
727	29.57280409
728	29.57031437
729	29.56674219
730	29.56408752
731	29.56159685
732	29.55790154
733	29.55590323
734	29.55346121
735	29.55123952
736	29.54844949
737	29.54637656
738	29.54446234
739	29.54314614
740	29.54107915
741	29.53860451
742	29.53590179
743	29.53328774
744	29.53149409
745	29.52902343
746	29.52620302
747	29.52320122
748	29.52001165
749	29.51706924
750	29.51513182
751	29.51230707
752	29.50945441
753	29.50797236
754	29.50613782
755	29.5034766
756	29.50117004
757	29.49826335
758	29.49701682
759	29.49452886
760	29.4904386
761	29.48739544
762	29.48502997
763	29.48251246
764	29.48002026
765	29.47768034
766	29.4746803
767	29.47288777
768	29.46842591
769	29.46553402
770	29.46272382
771	29.46091752
772	29.45849117
773	29.45586716
774	29.45360098
775	29.45113652
776	29.44846641
777	29.44544323
778	29.4443107
779	29.43961477
780	29.43767058
781	29.43518375
782	29.43338211
783	29.43189081
784	29.42982514
785	29.42878246
786	29.4266002
787	29.423974
788	29.42046739
789	29.41747587
790	29.4143472
791	29.41130163
792	29.40781394
793	29.4045087
794	29.40285779
795	29.40100684
796	29.39969661
797	29.39711738
798	29.39573212
799	29.3933373
800	29.38986249
801	29.38736483
802	29.38617737
803	29.38473312
804	29.38165524
805	29.37983806
806	29.37778839
807	29.37622357
808	29.37336543
809	29.3709845
810	29.36860502
811	29.36582538
812	29.36270856
813	29.3577395
814	29.3552104
815	29.35378977
816	29.35047105
817	29.34961185
818	29.34680417
819	29.34487876
820	29.34174003
821	29.33780556
822	29.33550798
823	29.33292756
824	29.33034071
825	29.3273745
826	29.32493516
827	29.32231604
828	29.31960853
829	29.31751341
830	29.31466775
831	29.31215946
832	29.31028844
833	29.30563101
834	29.30443395
835	29.30003671
836	29.29851099
837	29.29641758
838	29.29353415
839	29.29131216
840	29.28873909
841	29.28740258
842	29.28220461
843	29.28048346
844	29.2778458
845	29.2754081
846	29.27335428
847	29.26981128
848	29.26807848
849	29.26564864
850	29.26016386
851	29.25807166
852	29.25655382
853	29.25505036
854	29.2532346
855	29.25096523
856	29.24872478
857	29.2472334
858	29.24532937
859	29.24356325
860	29.24120755
861	29.23781836
862	29.23658727
863	29.23463591
864	29.23223783
865	29.22831315
866	29.22597935
867	29.22450472
868	29.22197939
869	29.21938515
870	29.21813774
871	29.21525097
872	29.21127617
873	29.20835351
874	29.20657873
875	29.20321152
876	29.20144443
877	29.19919803
878	29.19658315
879	29.19447748
880	29.19208024
881	29.18886208
882	29.18736146
883	29.18434882
884	29.18220002
885	29.18000993
886	29.17846796
887	29.17445556
888	29.17194131
889	29.17111687
890	29.16893987
891	29.1672356
892	29.16503611
893	29.16300842
894	29.16089122
895	29.15645157
896	29.15416734
897	29.15125576
898	29.14857784
899	29.14557761
900	29.14170294
901	29.13855494
902	29.13618387
903	29.1343614
904	29.13204153
905	29.12971209
906	29.1261828
907	29.12482848
908	29.12354962
909	29.12126084
910	29.11928978
911	29.11645338
912	29.11362217
913	29.11043195
914	29.10734748
915	29.10535259
916	29.10242413
917	29.0995669
918	29.09765151
919	29.09598008
920	29.09381795
921	29.09316986
922	29.09099669
923	29.08944221
924	29.08818686
925	29.08551064
926	29.08360383
927	29.08191621
928	29.07907457
929	29.07643687
930	29.07442804
931	29.0719407
932	29.07000656
933	29.06767411
934	29.06556713
935	29.06439673
936	29.06244348
937	29.0602311
938	29.05734949
939	29.05490115
940	29.05291483
941	29.05238291
942	29.05167598
943	29.04909345
944	29.04729904
945	29.0450265
946	29.04296514
947	29.04070916
948	29.03894302
949	29.03485627
950	29.03308534
951	29.03141911
952	29.02881111
953	29.02734585
954	29.02503062
955	29.02237898
956	29.0196701
957	29.01669655
958	29.0143247
959	29.01180474
960	29.01067858
961	29.00803748
962	29.00578526
963	29.0033485
964	29.00149208
965	28.99888591
966	28.99676154
967	28.99417357
968	28.99252589
969	28.99109363
970	28.98778236
971	28.9848306
972	28.98232412
973	28.98066358
974	28.97822707
975	28.97569949
976	28.9720325
977	28.97053078
978	28.96782171
979	28.96706616
980	28.96450804
981	28.96191436
982	28.95899191
983	28.95615321
984	28.95269423
985	28.94987857
986	28.947957
987	28.94631279
988	28.94357655
989	28.94186751
990	28.93940478
991	28.93701296
992	28.9341561
993	28.93132388
994	28.92833156
995	28.92653925
996	28.92445613
997	28.92201222
998	28.91996207
999	28.91681484
